id,endereco_tse,cep,bairro,nome_municipio,uf,municipio_id
08-0017,"AV.CARLOS LINDEMBERG, S/N, GALERIA ORLA",29230000,CENTRO,ANCHIETA,ES,3200409
08-0020,"RUA ESAURA SFALSIN ROSA, 15, ESQUINA COM AVENIDA CASTELO BRANCO",29193084,JEQUITIBÁ,ARACRUZ,ES,3200607
08-0007,"RUA MADAME ALBERTINA HOLZ, 79",29730000,CENTRO,BAIXO GUANDU,ES,3200805
08-0023,"RUA DEOLINDO DAZÍLIO, 03",29800000,CENTRO,BARRA DE SÃO FRANCISCO,ES,3200904
08-0044,"RUA CARLOS XAVIER, N. 527",29460000,CENTRO,BOM JESUS DO NORTE,ES,3201100
08-0002,"AV FRANCISCO LACERDA DE AGUIAR, N. 221",29303383,GILBERTO MACHADO,CACHOEIRO DE ITAPEMIRIM,ES,3201209
08-0048,"AV. FRANCISCO LACERDA DE AGUIAR, 59",29303383,GILBERTO MACHADO,CACHOEIRO DE ITAPEMIRIM,ES,3201209
08-0034,"AV. GETÚLIO VARGAS, 107, CAMPO GRANDE, CARIACICA/ES",29146070,CAMPO GRANDE,CARIACICA,ES,3201308
08-0054,"AV. JOSÉ SETTE, S/N, ITACIBÁ - ATENDIMENTO AO PÚBLICO 11H ÀS 18H",29150410,ITACIBÁ,CARIACICA,ES,3201308
08-0058,"R. SÃO JOÃO BATISTA, 1000 - FÓRUM DE CARIACICA",29151230,ALTO LAGE,CARIACICA,ES,3201308
08-0003,"AV. NOSSA SENHORA DA PENHA, 790",29360000,CENTRO,CASTELO,ES,3201407
08-0006,"AVENIDA VITÓRIA, N.44",29705115,MARIA DAS GRAÇAS,COLATINA,ES,3201506
08-0042,"AV. VITÓRIA, 44",29290000,MARIA DAS GRAÇAS,COLATINA,ES,3201506
08-0027,"AV JONES DOS SANTOS NEVES, 264, CENTRO, AO LADO DO BANCO DO BRASIL",29960000,CENTRO,CONCEIÇÃO DA BARRA,ES,3201605
08-0015,"RUA JOÃO BATISTA WERNERSBACH, 113",29260000,CENTRO (SEDE),DOMINGOS MARTINS,ES,3201902
08-0045,"AV. FIRMINO DIAS, 222",29580000,CENTRO,DORES DO RIO PRETO,ES,3202009
08-0033,"RUA OTÍLIA DA COSTA, 49",29850000,CENTRO,ECOPORANGA,ES,3202108
08-0013,"RUA EMILIANA EMERY, N 41",29560000,CENTRO,GUAÇUÍ,ES,3202306
08-0024,"RUA SANTANA DO IAPÓ, N 330",29215020,MUQUIÇABA,GUARAPARI,ES,3202405
08-0010,"RUA FRANCISCO VIEIRA DE REZENDE, 190",29470000,CENTRO,IBATIBA,ES,3202454
08-0014,"RUA ARLINDO VICENTE, 221",29670000,ERICINA PAGIOLA,IBIRAÇU,ES,3202504
08-0035,"AV DANILO MONTEIRO DE CASTRO, 206",29280000,CENTRO,ICONHA,ES,3202603
08-0016,"AVENIDA 17 DE FEVEREIRO, N 240",29690000,CENTRO,ITAGUAÇU,ES,3202702
08-0022,"RUA MELQUIADES FÉLIX DE SOUZA, 150, SERRAMAR",29330000,CENTRO,ITAPEMIRIM,ES,3202801
08-0018,"AVENIDA DEPUTADO JOÃO RIOS, 372 (AO LADO DA AUTOESCOLA IUNA)",29390000,CENTRO,IÚNA,ES,3203007
08-0025,"AVENIDA ARACRUZ, 810 (ESQUINA COM AVENIDA RUI BARBOSA)",29900399,COLINA,LINHARES,ES,3203205
08-0028,"AV. ARACRUZ, 810 (ESQUINA COM AV. RUI BARBOSA)",29900399,COLINA,LINHARES,ES,3203205
08-0029,RUA FLORIANO RUBIM S/N,29770000,CENTRO,MANTENÓPOLIS,ES,3203304
08-0043,"AV. SIMÃO SOARES, N 1.220, BAIRRO AREIAS NEGRAS",29345000,CENTRO,MARATAÍZES,ES,3203320
08-0005,"RUA GERVÁSIO MONTEIRO, 105, CENTRO",29400000,CENTRO,MIMOSO DO SUL,ES,3203403
08-0038,"AV. ANTÔNIO PAULINO, 470 - CASA",29890000,CENTRO,MONTANHA,ES,3203502
08-0031,"RUA SÓSTENES FERREIRA DA SILVA, N. 88",29880000,CENTRO,MUCURICI,ES,3203601
08-0019,"RUA FENIANO MITLEG, 36",29380000,CENTRO,MUNIZ FREIRE,ES,3203700
08-0030,"RUA EURICO SALLES, N. 230",29830000,CENTRO,NOVA VENÉCIA,ES,3203908
08-0036,"R. JOVINO NONATO DA CUNHA, LOJA 2",29750000,CENTRO,PANCAS,ES,3204005
08-0050,"AV. AMÁLIA NEGREIRO DE CASTRO, 275",29970000,CENTRO,PEDRO CANÁRIO,ES,3204054
08-0039,"R. MATIAS BARBOSA DOS SANTOS, 187",29980000,CENTRO,PINHEIROS,ES,3204104
08-0049,"RUA ÁTILA VIVÁCQUA VIEIRA, 148",29350000,CENTRO,PRESIDENTE KENNEDY,ES,3204302
08-0051,"RUA JOÃO CIPRIANO, 409, LJ 02",29920000,SÃO SEBASTIÃO,RIO BANANAL,ES,3204351
08-0009,"RUA MARECHAL FLORIANO PEIXOTO, S/N",29640000,CENTRO,SANTA LEOPOLDINA,ES,3204500
08-0011,"AVENIDA JOSÉ RUSCHI, 37",29650000,CENTRO,SANTA TERESA,ES,3204609
08-0037,"AV. LIONS CLUB, 252",29780000,CENTRO,SÃO GABRIEL DA PALHA,ES,3204708
08-0021,"RUA CORONEL CONSTANTINO CUNHA, 1262",29933530,FÁTIMA ( IDEAL),SÃO MATEUS,ES,3204906
08-0041,RUA CORONEL CONSTANTINO CUNHA 1262,29933530,FÁTIMA ( IDEAL),SÃO MATEUS,ES,3204906
08-0026,RUA DOMINGOS MARTINS N. 87,29176055,CENTRO,SERRA,ES,3205002
08-0053,"AVENIDA DES. MÁRIO DA SILVA NUNES, 1420, LOJA 2",29164044,JARDIM LIMOEIRO,SERRA,ES,3205002
08-0059,"AVENIDA ABDO SAAD, N 1296, LOJAS 08, 09 E 10, JACARAÍPE, SERRA-ES",29173510,JACARAÍPE,SERRA,ES,3205002
08-0040,"RUA GREGÓRIO ZANDONADE, 15",29375000,MARMIM,VENDA NOVA DO IMIGRANTE,ES,3205069
08-0047,"RUA ASPÁZIA DIAS VAREJÃO, 222, LT 28, QD G",29130013,VIANA SEDE,VIANA,ES,3205101
08-0032,"RUA XV DE NOVEMBRO, 288",29101055,PRAIA DA COSTA,VILA VELHA,ES,3205200
08-0055,"RUA CORONEL SODRÉ, 512",29100080,CENTRO,VILA VELHA,ES,3205200
08-0057,"AVENIDA NOSSA SENHORA DA PENHA, 230",29108330,IBES,VILA VELHA,ES,3205200
08-0001,"RUA MUNIZ FREIRE, S/N - FÓRUM MUNIZ FREIRE - 3 ANDAR, CIDADE ALTA (CT)",29015140,CENTRO,VITÓRIA,ES,3205309
08-0052,"RUA VITÓRIO NUNES DA MOTTA, 95, CENTRO EMPRES. DA PRAIA, VITÓRIA/ES",29050480,ENSEADA DO SUÁ,VITÓRIA,ES,3205309
08-0056,"AV JOSÉ MARIA V. SANTOS, 600(ROD. NORTE SUL - AO LADO GRAFITUSA)",29090160,JARDIM CAMBURI,VITÓRIA,ES,3205309
19-0116,AV. ALMIRANTE JULIO CESAR DE NORONHA 58,23900010,SAO BENTO,ANGRA DOS REIS,RJ,3300100
19-0147,"RUA ARCEBISPO SANTOS, S/N",23900160,SAO BENTO,ANGRA DOS REIS,RJ,3300100
19-0092,"RUA BENTO LISBOA, 65",28970000,CENTRO,ARARUAMA,RJ,3300209
19-0172,ESTRADA DA USINA RUA DOIS S/N EDIFICIO DO FORUM,28950000,CENTRO,ARMAÇÃO DOS BÚZIOS,RJ,3300233
19-0146,RUA MARECHAL FLORIANO PEIXOTO 40,28930000,PRAIA DOS ANJOS,ARRAIAL DO CABO,RJ,3300258
19-0093,"RUA JOSÉ ALVES PIMENTA, 869 - BAIRRO MATADOURO",27115010,MATADOURO,BARRA DO PIRAÍ,RJ,3300308
19-0091,RUA ARGEMIRO DE PAULA COUTINHO N 2000 - EDIFICIO DO FORUM,27310020,BARBARÁ,BARRA MANSA,RJ,3300407
19-0094,"RUA ARGEMIRO DE PAULA COUTINHO, 2000",27310020,BARBARÁ,BARRA MANSA,RJ,3300407
19-0203,"AV ARGEMIRO DE PAULA COUTINHO, 2000",27310020,BARBARÁ,BARRA MANSA,RJ,3300407
19-0152,"RUA URUGUAI, 51",26130525,CENTRO,BELFORD ROXO,RJ,3300456
19-0153,"RUA URUGUAI, 51",26130525,CENTRO,BELFORD ROXO,RJ,3300456
19-0154,"RUA URUGUAI, 51",26130000,CENTRO,BELFORD ROXO,RJ,3300456
19-0155,"RUA URUGUAI, 51",26130525,JARDIM AMERICA,BELFORD ROXO,RJ,3300456
19-0042,"RUA NILO PEÇANHA, 347",28660000,CENTRO,BOM JARDIM,RJ,3300506
19-0095,"RUA EXPEDICIONÁRIO PAULO MOREIRA, 67",28360000,CENTRO,BOM JESUS DO ITABAPOANA,RJ,3300605
19-0096,"RUA GOVERNADOR VALADARES, 454 - CASA 7 (TRAVESSA)",28909010,SÃO CRISTÓVÃO,CABO FRIO,RJ,3300704
19-0256,"RUA GOVERNADOR VALADARES, 454 (TRAVESSA), CASA 7",28909010,SÃO CRISTÓVÃO,CABO FRIO,RJ,3300704
19-0049,"RUA DALMO COELHO GOMES, N 1, SALA 311, PRÉDIO DO FÓRUM",28680000,BETEL,CACHOEIRAS DE MACACU,RJ,3300803
19-0097,"RUA MARIA JACOB, 134 - EDIFICIO DO FORUM",28430000,CENTRO,CAMBUCI,RJ,3300902
19-0075,"AV. DR. ALBERTO TORRES, 81 - CENTRO",28010116,CENTRO,CAMPOS DOS GOYTACAZES,RJ,3301009
19-0076,"AV. ALBERTO TORRES, 81",28010116,CENTRO,CAMPOS DOS GOYTACAZES,RJ,3301009
19-0098,"AV. ALBERTO TORRES, 81",28010116,CENTRO,CAMPOS DOS GOYTACAZES,RJ,3301009
19-0099,"AV.  DR. ALBERTO TORRES, 81- CENTRO",28010116,CENTRO,CAMPOS DOS GOYTACAZES,RJ,3301009
19-0100,"AV. ALBERTO TORRES, 81",28010116,CENTRO,CAMPOS DOS GOYTACAZES,RJ,3301009
19-0129,"AV. DR. ALBERTO TORRES, 81",28010116,CENTRO,CAMPOS DOS GOYTACAZES,RJ,3301009
19-0249,"AV. DR. ALBERTO TORRES, 81",28010116,CENTRO,CAMPOS DOS GOYTACAZES,RJ,3301009
19-0101,"RUA OLÍVIA TEIXEIRA DA SILVA, 85",28500000,CENTRO,CANTAGALO,RJ,3301108
19-0102,"RUA MANOEL GOULART, 42 - LOJAS 01 E 02",28640000,CENTRO,CARMO,RJ,3301207
19-0050,"RUA WALDEMIR HERINGER DA SILVA, 600, SALA 07",28860000,SOCIEDADE FLUMINENSE,CASIMIRO DE ABREU,RJ,3301306
19-0051,"RUA FUED ANTÔNIO, 8 - ANEXO AO EDIFÍCIO DO FÓRUM",28740000,CENTRO,CONCEIÇÃO DE MACABU,RJ,3301405
19-0052,AV. RAUL VEIGA 157 EDIFÍCIO DO FORUM,28540000,CENTRO,CORDEIRO,RJ,3301504
19-0053,"RUA LUCIANO DE SOUZA TURQUE, 10/LOJA 02",28650000,CENTRO,DUAS BARRAS,RJ,3301603
19-0066,"AVENIDA BRIGADEIRO LIMA E SILVA, 282",25085132,PARQUE DUQUE,DUQUE DE CAXIAS,RJ,3301702
19-0077,"AV. BRIGADEIRO LIMA E SILVA, 282",25085132,PARQUE DUQUE,DUQUE DE CAXIAS,RJ,3301702
19-0078,"AV. BRIGADEIRO LIMA E SILVA, 282",25085132,PARQUE DUQUE,DUQUE DE CAXIAS,RJ,3301702
19-0079,"AV. BRIGADEIRO LIMA E SILVA, 282",25085032,PARQUE DUQUE,DUQUE DE CAXIAS,RJ,3301702
19-0103,"AVENIDA BRIGADEIRO LIMA E SILVA, 282",25085132,PARQUE DUQUE,DUQUE DE CAXIAS,RJ,3301702
19-0126,"AVENIDA BRIGADEIRO LIMA E SILVA, 282",25085132,PARQUE DUQUE,DUQUE DE CAXIAS,RJ,3301702
19-0127,"AV. BRIGADEIRO LIMA E SILVA, 282",25085132,PARQUE DUQUE,DUQUE DE CAXIAS,RJ,3301702
19-0128,"AV. BRIGADEIRO LIMA E SILVA, 282, 25 DE AGOSTO, DUQUE DE CAXIAS/RJ",25085132,25 DE AGOSTO,DUQUE DE CAXIAS,RJ,3301702
19-0194,"AVENIDA BRIGADEIRO LIMA E SILVA, 282",25085132,PARQUE DUQUE,DUQUE DE CAXIAS,RJ,3301702
19-0200,"AVENIDA BRIGADEIRO LIMA E SILVA, 282",25085132,PARQUE DUQUE,DUQUE DE CAXIAS,RJ,3301702
19-0239,NAO INFORMADO,0,CENTRO,DUQUE DE CAXIAS,RJ,3301702
19-0251,NAO INFORMADO,0,CENTRO,DUQUE DE CAXIAS,RJ,3301702
19-0074,RODOVIA LUCIANO MEDEIROS 568 - EDIFICIO DO FORUM,26650000,CENTRO,ENGENHEIRO PAULO DE FRONTIN,RJ,3301801
19-0149,"ESTRADA DO BANANAL, 2336, LJS. 1 E 2",25946440,BANANAL,GUAPIMIRIM,RJ,3301850
19-0181,"AVENIDA PAULINO RODRIGUES DE SOUZA, 2001",28960000,PARQUE TAMARIZ,IGUABA GRANDE,RJ,3301876
19-0104,"RUA DESEMBARGADOR FERREIRA PINTO, 09, CENTRO, ITABORAÍ/RJ",24800205,CENTRO,ITABORAÍ,RJ,3301900
19-0151,"RUA DESEMBARGADOR FERREIRA PINTO, 9, CENTRO, ITABORAÍ",24800205,CENTRO,ITABORAÍ,RJ,3301900
19-0105,RUA MOISÉS ABRAÃO 124,23815460,CENTRO,ITAGUAÍ,RJ,3302007
19-0141,"RUA ARISTIDES GONCALVES DE SOUZA, 83",28250000,SAO CAETANO,ITALVA,RJ,3302056
19-0106,"RUA JOAQUIM SOARES MONTEIRO, 001 - EDIFÍCIO DO FORUM",28570000,LOTEAMENTO RECREIO,ITAOCARA,RJ,3302106
19-0107,"AV. CARDOSO MOREIRA 485, FUNDOS- EDIFICIO DO FORUM",28300000,CENTRO,ITAPERUNA,RJ,3302205
19-0139,RUA JOAO BATISTA EVANGELISTA S/N - CENTRO DE ENGENHEIRO PEDREIRA,26423290,ENGENHEIRO PEDREIRA,JAPERI,RJ,3302270
19-0073,"RUA FERREIRA CÉSAR, 480 - EDIFÍCIO DO FÓRUM",28350000,CENTRO,LAJE DO MURIAÉ,RJ,3302304
19-0109,RUA VISCONDE DE QUISSAMA 174,27910020,CENTRO,MACAÉ,RJ,3302403
19-0254,"RUA FRANCISCO PORTELA, N. 221 - CENTRO",27910200,CENTRO,MACAÉ,RJ,3302403
19-0110,RUA DOUTOR DOMINGOS BELLIZZE 183,25900058,CENTRO,MAGÉ,RJ,3302502
19-0148,"RUA MÁRIO DE BRITO, 129 - LOJA 3 - PIABETÁ",25915000,PIABETÁ,MAGÉ,RJ,3302502
19-0054,"ESTRADA SÃO JOÃO MARCOS, S/N - SEGUNDO PAVIMENTO - FORUM",23860000,RANCHITO,MANGARATIBA,RJ,3302601
19-0055,"AVENIDA ROBERTO SILVEIRA, 524-A - LJS 02 E 03",24900445,FLAMENGO,MARICÁ,RJ,3302700
19-0056,"RUA ALBERTO TORRES, 114 - EDIFÍCIO DO FÓRUM",26700000,CENTRO,MENDES,RJ,3302809
19-0083,RUA CAPITAO TELES 522 LOJA,26551190,CENTRO,MESQUITA,RJ,3302858
19-0150,RUA CAPITAO TELES 520,26551190,CENTRO,MESQUITA,RJ,3302858
19-0048,"RUA CALMÉRIO RODRIGUES FERREIRA, 33, LOJA C",26900000,CENTRO,MIGUEL PEREIRA,RJ,3302908
19-0112,"AV. DEPUTADO LUIZ FERNANDO LINHARES, 1020, 3 PAVIMENTO - FÓRUM",28460000,CENTRO,MIRACEMA,RJ,3303005
19-0043,"RUA VIGARIO JOAO BATISTA, 14 - EDIFICIO DO FORUM",28380000,CENTRO,NATIVIDADE,RJ,3303104
19-0044,RUA PEDRO ÁLVARES CABRAL 305,26525051,CENTRO,NILÓPOLIS,RJ,3303203
19-0080,"RUA PEDRO ÁLVARES CABRAL, N. 305, SALA 110, NILÓPOLIS",26525051,CENTRO,NILÓPOLIS,RJ,3303203
19-0201,RUA PEDRO ALVARES CABRAL 305 - SALA 114 - EDIFICIO DO ANTIGO FORUM,26525050,CENTRO,NILÓPOLIS,RJ,3303203
19-0221,"RUA PEDRO ALVARES CABRAL, 305, SALA 120",26525051,CENTRO,NILÓPOLIS,RJ,3303203
19-0071,RUA VISCONDE DE SEPETIBA 987 FRENTE TÉRREO,24020206,CENTRO,NITERÓI,RJ,3303302
19-0072,RUA VISCONDE DE SEPETIBA 987 - 2 ANDAR FUNDOS,24020206,CENTRO,NITERÓI,RJ,3303302
19-0113,"RUA VISCONDE DE SEPETIBA 987 FUNDOS 2 ANDAR CENTRO, NITEROI/RJ",24020206,CENTRO,NITERÓI,RJ,3303302
19-0114,"RUA VISCONDE DE SEPETIBA, 987, 3 ANDAR, FUNDOS",24020200,CENTRO,NITERÓI,RJ,3303302
19-0115,RUA VISCONDE DE SEPETIBA 987 FUNDOS - 3 ANDAR,24020200,CENTRO,NITERÓI,RJ,3303302
19-0140,RUA VISCONDE DE SEPETIBA 987 FUNDOS 2 ANDAR,24020206,CENTRO,NITERÓI,RJ,3303302
19-0142,RUA VISCONDE DE SEPETIBA 987 FUNDOS 3 ANDAR,24020200,CENTRO,NITERÓI,RJ,3303302
19-0143,RUA VISCONDE DE SEPETIBA 987 TERREO,24020200,CENTRO,NITERÓI,RJ,3303302
19-0144,RUA VISCONDE DE SEPETIBA 987 - 3 ANDAR - FUNDOS,24020206,CENTRO,NITERÓI,RJ,3303302
19-0199,RUA VISCONDE DE SEPETIBA 987 FUNDOS - 2 ANDAR,24020200,CENTRO,NITERÓI,RJ,3303302
19-0026,"PRAÇA GETÚLIO VARGAS, 89/97 - ANTIGO FÓRUM",28610175,CENTRO,NOVA FRIBURGO,RJ,3303401
19-0081,PRACA GETÚLIO VARGAS 89/97 - ANTIGO FORUM,28610175,CENTRO,NOVA FRIBURGO,RJ,3303401
19-0222,"PRAÇA GETULIO VARGAS, 89/97",28610175,CENTRO,NOVA FRIBURGO,RJ,3303401
19-0027,TRAV. VILA IBOTY 16,26255240,CENTRO,NOVA IGUAÇU,RJ,3303500
19-0067,TRAVESSA VILA IBOTY 34,26255240,CENTRO,NOVA IGUAÇU,RJ,3303500
19-0082,"TRAV. VILA IBOTY 26, CENTRO, NOVA IGUAÇU, CEP 26255240",26255240,CENTRO,NOVA IGUAÇU,RJ,3303500
19-0084,"RUA CORONEL BERNARDINO DE MELO, 2585",26255140,CENTRO,NOVA IGUAÇU,RJ,3303500
19-0156,"RUA DR MÁRIO GUIMARÃES, 968 - ED. DO FÓRUM - ANEXO - 4 ANDAR",26255230,BAIRRO DA LUZ,NOVA IGUAÇU,RJ,3303500
19-0157,RUA GETULIO VARGAS 104,26255060,CENTRO,NOVA IGUAÇU,RJ,3303500
19-0158,"RUA CORONEL BERNARDINO DE MELO, 2585 - PRX. À  PÇA. DO SKATE.",26255140,CENTRO,NOVA IGUAÇU,RJ,3303500
19-0159,"RUA CEL. BERNARDINO DE MELLO 2585, CENTRO - NOVA IGUAÇU / RJ",26255140,CENTRO,NOVA IGUAÇU,RJ,3303500
19-0250,"RUA DR MÁRIO GUIMARÃES, 968 -  ED. DO FÓRUM- ANEXO-4 ANDAR",26255230,BAIRRO DA LUZ,NOVA IGUAÇU,RJ,3303500
19-0070,"RUA PEDRO CANEPA, 132",26600000,CENTRO,PARACAMBI,RJ,3303609
19-0028,"AV. MARECHAL CASTELO BRANCO, 119 SALA 301",25850000,CENTRO,PARAÍBA DO SUL,RJ,3303708
19-0057,"TRAVESSA SANTA RITA, 18 - EDIFÍCIO DO FÓRUM",23970000,CENTRO HISTÓRICO,PARATY,RJ,3303807
19-0029,"AV. IPIRANGA, 545",25610150,CENTRO,PETRÓPOLIS,RJ,3303906
19-0065,"AV. IPIRANGA, 545",25610150,CENTRO,PETRÓPOLIS,RJ,3303906
19-0085,"AV. IPIRANGA, 545",25610150,CENTRO,PETRÓPOLIS,RJ,3303906
19-0226,ESTRADA UNIAO E INDUSTRIA 11860 SALA 4,25750226,ITAIPAVA,PETRÓPOLIS,RJ,3303906
19-0227,"AVENIDA IPIRANGA, 545",25610150,CENTRO,PETRÓPOLIS,RJ,3303906
19-0030,RUA BARAO DO PIRAI 322,27175000,CENTRO,PIRAÍ,RJ,3304003
19-0045,"RUA PREFEITO SINVAL AUGUSTO FERREIRA DA SILVA, 151 - LOJA 03",28390000,CENTRO,PORCIÚNCULA,RJ,3304102
19-0183,RUA HILARIO ETTORE 378,27570000,CENTRO (PORTO REAL),PORTO REAL,RJ,3304110
19-0138,RUA OTILIA 210,26391230,FANCHEM,QUEIMADOS,RJ,3304144
19-0255,ESTRADA DO CORREIO IMPERIAL - 1003,28735000,PITEIRAS,QUISSAMÃ,RJ,3304151
19-0031,PRACA MARECHAL JOSE PESSOA 95 - EDIFICIO DO FORUM,27511380,CENTRO,RESENDE,RJ,3304201
19-0198,PRAÇA MARECHAL JOSÉ PESSOA 95 - EDIFÍCIO DO FÓRUM ANTIGO,27511380,CENTRO,RESENDE,RJ,3304201
19-0032,"AV. ANTONIO CARLOS DE SOUZA GUADELUPE, S/N - FÓRUM - COND. INDUSTRIAL",28800000,GREEN VALLEY,RIO BONITO,RJ,3304300
19-0108,"RUA MANOEL PORTUGAL, 156 - EDIFÍCIO DO FORUM - SALA 04",27460000,CENTRO,RIO CLARO,RJ,3304409
19-0058,RUA JOÃO CARVALHO DA ROCHA S/N - FORUM,27660000,CENTRO,RIO DAS FLORES,RJ,3304508
19-0184,"AVENIDA GUANABARA, N 3.837",28893158,BOSQUE DA PRAIA,RIO DAS OSTRAS,RJ,3304524
19-0001,"RUA SACADURA CABRAL, 226",20221161,SAUDE,RIO DE JANEIRO,RJ,3304557
19-0002,RUA SACADURA CABRAL 226 FUNDOS SOBRADO,20221161,SAUDE,RIO DE JANEIRO,RJ,3304557
19-0003,"RUA CONDE DE BAEPENDI, 40",22231140,LARANJEIRAS,RIO DE JANEIRO,RJ,3304557
19-0004,RUA JARDIM BOTÂNICO 1060,22460000,JARDIM BOTÂNICO,RIO DE JANEIRO,RJ,3304557
19-0005,RUA MIGUEL LEMOS 97 -  TERREO,22071000,COPACABANA,RIO DE JANEIRO,RJ,3304557
19-0006,AV. PROF. MANOEL DE ABREU 286,20550170,MARACANÃ,RIO DE JANEIRO,RJ,3304557
19-0007,RUA ANTONIO BASILIO 76,20511190,TIJUCA,RIO DE JANEIRO,RJ,3304557
19-0008,RUA 24 DE MAIO 931 - FUNDOS,20950091,ENGENHO NOVO,RIO DE JANEIRO,RJ,3304557
19-0009,AV AYRTON SENNA 2001 BLOCO C,22775002,BARRA,RIO DE JANEIRO,RJ,3304557
19-0010,RUA ASSIS CARNEIRO 436,20740260,PIEDADE,RIO DE JANEIRO,RJ,3304557
19-0011,"RUA FILOMENA NUNES, 961",21021380,OLARIA,RIO DE JANEIRO,RJ,3304557
19-0012,AV. DOM HELDER CAMARA 10121 - TERCEIRO ANDAR,21380001,CASCADURA,RIO DE JANEIRO,RJ,3304557
19-0013,AV. AYRTON SENNA 2001 BLOCO C - FRENTE,22775002,BARRA,RIO DE JANEIRO,RJ,3304557
19-0014,RUA GETULIO 127,20775000,TODOS OS SANTOS,RIO DE JANEIRO,RJ,3304557
19-0015,RUA JOAO VICENTE 1545,21610210,MARECHAL HERMES,RIO DE JANEIRO,RJ,3304557
19-0016,RUA MINISTRO TAVARES DE LIRA 128,22221060,LARANJEIRAS,RIO DE JANEIRO,RJ,3304557
19-0017,RUA JARDIM BOTÂNICO 1060,22460000,JARDIM BOTÂNICO,RIO DE JANEIRO,RJ,3304557
19-0018,RUA MIGUEL LEMOS 97 - 3 ANDAR,22071000,COPACABANA,RIO DE JANEIRO,RJ,3304557
19-0019,AVENIDA PROFESSOR MANOEL DE ABREU 286,20550170,MARACANÃ,RIO DE JANEIRO,RJ,3304557
19-0020,RUA DIAS DA CRUZ 787 - SEGUNDO ANDAR,20720011,MEIER,RIO DE JANEIRO,RJ,3304557
19-0021,RUA FILOMENA NUNES 971,21021380,OLARIA,RIO DE JANEIRO,RJ,3304557
19-0022,AV. MONSENHOR FELIX 512- XIV REGIÃO ADMINISTRATIVA,21235110,IRAJÁ,RIO DE JANEIRO,RJ,3304557
19-0023,RUA JOAO VICENTE 1545 A,21610210,MARECHAL HERMES,RIO DE JANEIRO,RJ,3304557
19-0024,RUA FIGUEIREDO CAMARGO 1133 SALA 204,21870210,BANGU,RIO DE JANEIRO,RJ,3304557
19-0025,PRAÇA DA SUPERINTENDÊNCIA 420,23570580,SANTA CRUZ,RIO DE JANEIRO,RJ,3304557
19-0117,"PRAIA DA OLARIA, S/N - COCOTÁ",21910290,ILHA DO GOVERNADOR,RIO DE JANEIRO,RJ,3304557
19-0118,"AV. DOM HELDER CAMARA, 10.121 - 2 ANDAR",21380002,CASCADURA,RIO DE JANEIRO,RJ,3304557
19-0119,AV. AYRTON SENNA 2001 BLOCO C,22775002,BARRA,RIO DE JANEIRO,RJ,3304557
19-0120,RUA TAQUAREMBÓ S/N- 2 ANDAR (REGIONAL DE CAMPO GRANDE),23070140,CAMPO GRANDE,RIO DE JANEIRO,RJ,3304557
19-0121,RUA URANOS 1230 SALA 06,21060070,RAMOS,RIO DE JANEIRO,RJ,3304557
19-0122,RUA COXILHA S/N - ADMINISTRAÇÃO REGIONAL DE CAMPO GRANDE,23070150,CAMPO GRANDE,RIO DE JANEIRO,RJ,3304557
19-0123,RUA FERNÃO DIAS S/N,21615280,DEODORO,RIO DE JANEIRO,RJ,3304557
19-0124,"RUA FIGUEIREDO CAMARGO, N. 1133, SALA 303",21870210,BANGU,RIO DE JANEIRO,RJ,3304557
19-0125,RUA MARTINHO DE CAMPOS S/N POSTO AGRICOLA,23515040,SANTA CRUZ,RIO DE JANEIRO,RJ,3304557
19-0160,RUA FILOMENA NUNES 961 - OLARIA,21021380,OLARIA,RIO DE JANEIRO,RJ,3304557
19-0161,"RUA LUCENA, S/N,OLARIA (ANTIGO FÓRUM,ATRÁS DO CLUBE OLARIA) 21.021-320",21021320,OLARIA,RIO DE JANEIRO,RJ,3304557
19-0162,RUA LUCENA S/N (ANTIGO PREDIO DO FORUM LEOPOLDINA),21021320,OLARIA,RIO DE JANEIRO,RJ,3304557
19-0163,RUA MINISTRO TAVARES DE LIRA 128,22221060,CATETE,RIO DE JANEIRO,RJ,3304557
19-0164,RUA MINISTRO TAVARES DE LIRA 128,22221060,LARANJEIRAS,RIO DE JANEIRO,RJ,3304557
19-0165,RUA JARDIM BOTANICO 1060,22460000,JARDIM BOTÂNICO,RIO DE JANEIRO,RJ,3304557
19-0166,RUA JARDIM BOTANICO 1060,22460000,JARDIM BOTÂNICO,RIO DE JANEIRO,RJ,3304557
19-0167,"ESTRADA DO CAMBOATÁ 2300, SALAS 201/203-GUADALUPE SHOPPING",21665001,GUADALUPE,RIO DE JANEIRO,RJ,3304557
19-0168,AV DOM HELDER CAMARA 4175 - 2 ANDAR,20771001,DEL CASTILHO,RIO DE JANEIRO,RJ,3304557
19-0169,AV. DOS DEMOCRATICOS 1090 (ABRIGO CRISTO REDENTOR),21050434,HIGIENÓPOLIS,RIO DE JANEIRO,RJ,3304557
19-0170,"AV. PROFESSOR MANUEL DE ABREU, 286",20550170,MARACANÃ,RIO DE JANEIRO,RJ,3304557
19-0171,"RUA ANTONIO BASILIO, 76",20511190,TIJUCA,RIO DE JANEIRO,RJ,3304557
19-0173,RUA VISCONDE DE SANTA ISABEL 34 - 3. ANDAR,20560120,VILA ISABEL,RIO DE JANEIRO,RJ,3304557
