Tribunal Regional Eleitoral do Ceará;;;;;;;;;;;;
Seções no Estado do Ceará;;;;;;;;;;;;
Não contempla os locais/seções de voto em trânsito. Os quantitativos de eleitores abrangem os eleitores que saíram para votar em trânsito.;;;;;;;;;;;;
Dados sujeitos a alterações - atualizados em  28/10/2014 06:10:27;;;;;;;;;;;;
;;;;;;;;;;;;
Zona;Cod. Município;Município;Cod. Local;Local de Votação;Endereço;Bairro;CEP;Nº da Seção Principal;Qtd. Eleitores Principal;Nºs das Seções Agregadas;Qtd. Eleitores Agregadas;Total Eleitores
57;14958;PACATUBA;1198;ESCOLA DE 1 GRAU MARIA GUIOMAR BASTOS CAVALCANTE;RUA TOPAZIO, 331;VELHO TIMBO;61800000;270;302; ;0;302
57;14958;PACATUBA;1201;EEIEF DR. CARLOS ALBERTO DE ALMEIDA PONTES;RUA JOSE FRANKLIN S/N;ALTO SAO JOAO;61800000;17;298; ;0;298
57;14958;PACATUBA;1201;EEIEF DR. CARLOS ALBERTO DE ALMEIDA PONTES;RUA JOSE FRANKLIN S/N;ALTO SAO JOAO;61800000;98;298; ;0;298
57;14958;PACATUBA;1201;EEIEF DR. CARLOS ALBERTO DE ALMEIDA PONTES;RUA JOSE FRANKLIN S/N;ALTO SAO JOAO;61800000;122;357; ;0;357
57;14958;PACATUBA;1201;EEIEF DR. CARLOS ALBERTO DE ALMEIDA PONTES;RUA JOSE FRANKLIN S/N;ALTO SAO JOAO;61800000;160;362; ;0;362
57;14958;PACATUBA;1201;EEIEF DR. CARLOS ALBERTO DE ALMEIDA PONTES;RUA JOSE FRANKLIN S/N;ALTO SAO JOAO;61800000;182;297; ;0;297
57;14958;PACATUBA;1201;EEIEF DR. CARLOS ALBERTO DE ALMEIDA PONTES;RUA JOSE FRANKLIN S/N;ALTO SAO JOAO;61800000;189;346; ;0;346
57;14958;PACATUBA;1201;EEIEF DR. CARLOS ALBERTO DE ALMEIDA PONTES;RUA JOSE FRANKLIN S/N;ALTO SAO JOAO;61800000;193;297; ;0;297
57;14958;PACATUBA;1201;EEIEF DR. CARLOS ALBERTO DE ALMEIDA PONTES;RUA JOSE FRANKLIN S/N;ALTO SAO JOAO;61800000;238;353; ;0;353
57;14958;PACATUBA;1210;ESCOLA DE 1 GRAU MANOEL PONTES DE MEDEIROS;RUA JOSE SOARES DE ALBUQUERQUE, 246;SAO BENTO;61800000;130;309; ;0;309
57;14958;PACATUBA;1210;ESCOLA DE 1 GRAU MANOEL PONTES DE MEDEIROS;RUA JOSE SOARES DE ALBUQUERQUE, 246;SAO BENTO;61800000;179;324; ;0;324
57;14958;PACATUBA;1210;ESCOLA DE 1 GRAU MANOEL PONTES DE MEDEIROS;RUA JOSE SOARES DE ALBUQUERQUE, 246;SAO BENTO;61800000;228;307; ;0;307
57;14958;PACATUBA;1236;EEM CASSIMIRO LEITE DE OLIVEIRA;RUA SERGIO PROTASIO DA SILVA, 44;SAO JOSE;61800000;129;334; ;0;334
57;14958;PACATUBA;1236;EEM CASSIMIRO LEITE DE OLIVEIRA;RUA SERGIO PROTASIO DA SILVA, 44;SAO JOSE;61800000;131;334; ;0;334
57;14958;PACATUBA;1236;EEM CASSIMIRO LEITE DE OLIVEIRA;RUA SERGIO PROTASIO DA SILVA, 44;SAO JOSE;61800000;139;337; ;0;337
57;14958;PACATUBA;1236;EEM CASSIMIRO LEITE DE OLIVEIRA;RUA SERGIO PROTASIO DA SILVA, 44;SAO JOSE;61800000;171;333; ;0;333
57;14958;PACATUBA;1309;EEF MARIA DE SA RORIZ;RODOVIA CE 060 KM 15;DISTRITO DE MONGUBA;61800000;63;328; ;0;328
57;14958;PACATUBA;1309;EEF MARIA DE SA RORIZ;RODOVIA CE 060 KM 15;DISTRITO DE MONGUBA;61800000;164;326; ;0;326
57;14958;PACATUBA;1309;EEF MARIA DE SA RORIZ;RODOVIA CE 060 KM 15;DISTRITO DE MONGUBA;61800000;255;274; ;0;274
57;14958;PACATUBA;1317;EEIEF MAJOR MANOEL ASSIS NEPOMUCENO;MONGUBA;DISTRITO DE MONGUBA;61800000;64;251; ;0;251
57;14958;PACATUBA;1317;EEIEF MAJOR MANOEL ASSIS NEPOMUCENO;MONGUBA;DISTRITO DE MONGUBA;61800000;65;255; ;0;255
57;14958;PACATUBA;1317;EEIEF MAJOR MANOEL ASSIS NEPOMUCENO;MONGUBA;DISTRITO DE MONGUBA;61800000;135;254; ;0;254
57;14958;PACATUBA;1317;EEIEF MAJOR MANOEL ASSIS NEPOMUCENO;MONGUBA;DISTRITO DE MONGUBA;61800000;173;251; ;0;251
57;14958;PACATUBA;1317;EEIEF MAJOR MANOEL ASSIS NEPOMUCENO;MONGUBA;DISTRITO DE MONGUBA;61800000;183;250; ;0;250
57;14958;PACATUBA;1317;EEIEF MAJOR MANOEL ASSIS NEPOMUCENO;MONGUBA;DISTRITO DE MONGUBA;61800000;194;248; ;0;248
57;14958;PACATUBA;1350;EEIEF PEDRO DE SA RORIZ;RUA ZULEIDA DE SA RORIZ, 18;PAVUNA;61800000;72;377; ;0;377
57;14958;PACATUBA;1350;EEIEF PEDRO DE SA RORIZ;RUA ZULEIDA DE SA RORIZ, 18;PAVUNA;61800000;177;373; ;0;373
57;14958;PACATUBA;1406;ESCOLA DE 1 GRAU DEPUTADO FAUSTO ARRUDA AGUIAR;AV. 26 S/N;CONJUNTO JEREISSATI II;61800000;81;382; ;0;382
57;14958;PACATUBA;1406;ESCOLA DE 1 GRAU DEPUTADO FAUSTO ARRUDA AGUIAR;AV. 26 S/N;CONJUNTO JEREISSATI II;61800000;82;378; ;0;378
57;14958;PACATUBA;1406;ESCOLA DE 1 GRAU DEPUTADO FAUSTO ARRUDA AGUIAR;AV. 26 S/N;CONJUNTO JEREISSATI II;61800000;83;381; ;0;381
57;14958;PACATUBA;1406;ESCOLA DE 1 GRAU DEPUTADO FAUSTO ARRUDA AGUIAR;AV. 26 S/N;CONJUNTO JEREISSATI II;61800000;84;379; ;0;379
57;14958;PACATUBA;1406;ESCOLA DE 1 GRAU DEPUTADO FAUSTO ARRUDA AGUIAR;AV. 26 S/N;CONJUNTO JEREISSATI II;61800000;100;380; ;0;380
57;14958;PACATUBA;1406;ESCOLA DE 1 GRAU DEPUTADO FAUSTO ARRUDA AGUIAR;AV. 26 S/N;CONJUNTO JEREISSATI II;61800000;102;380; ;0;380
57;14958;PACATUBA;1406;ESCOLA DE 1 GRAU DEPUTADO FAUSTO ARRUDA AGUIAR;AV. 26 S/N;CONJUNTO JEREISSATI II;61800000;210;381; ;0;381
57;14958;PACATUBA;1406;ESCOLA DE 1 GRAU DEPUTADO FAUSTO ARRUDA AGUIAR;AV. 26 S/N;CONJUNTO JEREISSATI II;61800000;248;381; ;0;381
57;14958;PACATUBA;1422;EEIEF FIRMINO DE ABREU;RUA DA IGREJA, 299;DISTRITO DE ALTO FECHADO;61800000;112;329; ;0;329
57;14958;PACATUBA;1422;EEIEF FIRMINO DE ABREU;RUA DA IGREJA, 299;DISTRITO DE ALTO FECHADO;61800000;180;326; ;0;326
57;14958;PACATUBA;1422;EEIEF FIRMINO DE ABREU;RUA DA IGREJA, 299;DISTRITO DE ALTO FECHADO;61800000;252;322; ;0;322
57;14958;PACATUBA;1538;ESCOLA DE 1 GRAU DESEMBARGADOR RAIMUNDO DE CARVALHO;AV. XV SETOR F;CONJUNTO JEREISSATI II;61800000;111;392; ;0;392
57;14958;PACATUBA;1538;ESCOLA DE 1 GRAU DESEMBARGADOR RAIMUNDO DE CARVALHO;AV. XV SETOR F;CONJUNTO JEREISSATI II;61800000;133;392; ;0;392
57;14958;PACATUBA;1538;ESCOLA DE 1 GRAU DESEMBARGADOR RAIMUNDO DE CARVALHO;AV. XV SETOR F;CONJUNTO JEREISSATI II;61800000;167;392; ;0;392
57;14958;PACATUBA;1538;ESCOLA DE 1 GRAU DESEMBARGADOR RAIMUNDO DE CARVALHO;AV. XV SETOR F;CONJUNTO JEREISSATI II;61800000;204;390; ;0;390
57;14958;PACATUBA;1538;ESCOLA DE 1 GRAU DESEMBARGADOR RAIMUNDO DE CARVALHO;AV. XV SETOR F;CONJUNTO JEREISSATI II;61800000;212;394; ;0;394
57;14958;PACATUBA;1538;ESCOLA DE 1 GRAU DESEMBARGADOR RAIMUNDO DE CARVALHO;AV. XV SETOR F;CONJUNTO JEREISSATI II;61800000;220;387; ;0;387
57;14958;PACATUBA;1538;ESCOLA DE 1 GRAU DESEMBARGADOR RAIMUNDO DE CARVALHO;AV. XV SETOR F;CONJUNTO JEREISSATI II;61800000;230;387; ;0;387
57;14958;PACATUBA;1538;ESCOLA DE 1 GRAU DESEMBARGADOR RAIMUNDO DE CARVALHO;AV. XV SETOR F;CONJUNTO JEREISSATI II;61800000;241;389; ;0;389
57;14958;PACATUBA;1546;EEIEF JOAO PAULO SAMPAIO DE MENEZES;RUA 74 SETOR G, 900;CONJUNTO JEREISSATI II;61800000;110;384; ;0;384
57;14958;PACATUBA;1546;EEIEF JOAO PAULO SAMPAIO DE MENEZES;RUA 74 SETOR G, 900;CONJUNTO JEREISSATI II;61800000;148;383; ;0;383
57;14958;PACATUBA;1546;EEIEF JOAO PAULO SAMPAIO DE MENEZES;RUA 74 SETOR G, 900;CONJUNTO JEREISSATI II;61800000;172;385; ;0;385
57;14958;PACATUBA;1546;EEIEF JOAO PAULO SAMPAIO DE MENEZES;RUA 74 SETOR G, 900;CONJUNTO JEREISSATI II;61800000;250;384; ;0;384
57;14958;PACATUBA;1546;EEIEF JOAO PAULO SAMPAIO DE MENEZES;RUA 74 SETOR G, 900;CONJUNTO JEREISSATI II;61800000;273;385; ;0;385
57;14958;PACATUBA;1554;EEEP PROFª LUISA DE TEODORO VIEIRA;AV. XXV S/N;CONJUNTO JEREISSATI II;61800000;108;393; ;0;393
57;14958;PACATUBA;1554;EEEP PROFª LUISA DE TEODORO VIEIRA;AV. XXV S/N;CONJUNTO JEREISSATI II;61800000;136;397; ;0;397
57;14958;PACATUBA;1554;EEEP PROFª LUISA DE TEODORO VIEIRA;AV. XXV S/N;CONJUNTO JEREISSATI II;61800000;146;399; ;0;399
57;14958;PACATUBA;1554;EEEP PROFª LUISA DE TEODORO VIEIRA;AV. XXV S/N;CONJUNTO JEREISSATI II;61800000;162;395; ;0;395
57;14958;PACATUBA;1554;EEEP PROFª LUISA DE TEODORO VIEIRA;AV. XXV S/N;CONJUNTO JEREISSATI II;61800000;168;396; ;0;396
57;14958;PACATUBA;1554;EEEP PROFª LUISA DE TEODORO VIEIRA;AV. XXV S/N;CONJUNTO JEREISSATI II;61800000;174;400; ;0;400
57;14958;PACATUBA;1554;EEEP PROFª LUISA DE TEODORO VIEIRA;AV. XXV S/N;CONJUNTO JEREISSATI II;61800000;205;397; ;0;397
57;14958;PACATUBA;1554;EEEP PROFª LUISA DE TEODORO VIEIRA;AV. XXV S/N;CONJUNTO JEREISSATI II;61800000;211;397; ;0;397
57;14958;PACATUBA;1554;EEEP PROFª LUISA DE TEODORO VIEIRA;AV. XXV S/N;CONJUNTO JEREISSATI II;61800000;221;396; ;0;396
57;14958;PACATUBA;1554;EEEP PROFª LUISA DE TEODORO VIEIRA;AV. XXV S/N;CONJUNTO JEREISSATI II;61800000;235;397; ;0;397
57;14958;PACATUBA;1570;CENTRO DE EDUCACAO RURAL CLOVIS DE CASTRO PEREIRA;RUA CLOVIS DE CASTRO PEREIRA 235;PAVUNA;61800000;71;390; ;0;390
57;14958;PACATUBA;1570;CENTRO DE EDUCACAO RURAL CLOVIS DE CASTRO PEREIRA;RUA CLOVIS DE CASTRO PEREIRA 235;PAVUNA;61800000;73;393; ;0;393
57;14958;PACATUBA;1570;CENTRO DE EDUCACAO RURAL CLOVIS DE CASTRO PEREIRA;RUA CLOVIS DE CASTRO PEREIRA 235;PAVUNA;61800000;74;394; ;0;394
57;14958;PACATUBA;1570;CENTRO DE EDUCACAO RURAL CLOVIS DE CASTRO PEREIRA;RUA CLOVIS DE CASTRO PEREIRA 235;PAVUNA;61800000;86;395; ;0;395
57;14958;PACATUBA;1570;CENTRO DE EDUCACAO RURAL CLOVIS DE CASTRO PEREIRA;RUA CLOVIS DE CASTRO PEREIRA 235;PAVUNA;61800000;101;391; ;0;391
57;14958;PACATUBA;1570;CENTRO DE EDUCACAO RURAL CLOVIS DE CASTRO PEREIRA;RUA CLOVIS DE CASTRO PEREIRA 235;PAVUNA;61800000;109;394; ;0;394
57;14958;PACATUBA;1570;CENTRO DE EDUCACAO RURAL CLOVIS DE CASTRO PEREIRA;RUA CLOVIS DE CASTRO PEREIRA 235;PAVUNA;61800000;147;394; ;0;394
57;14958;PACATUBA;1570;CENTRO DE EDUCACAO RURAL CLOVIS DE CASTRO PEREIRA;RUA CLOVIS DE CASTRO PEREIRA 235;PAVUNA;61800000;153;393; ;0;393
57;14958;PACATUBA;1570;CENTRO DE EDUCACAO RURAL CLOVIS DE CASTRO PEREIRA;RUA CLOVIS DE CASTRO PEREIRA 235;PAVUNA;61800000;161;394; ;0;394
57;14958;PACATUBA;1570;CENTRO DE EDUCACAO RURAL CLOVIS DE CASTRO PEREIRA;RUA CLOVIS DE CASTRO PEREIRA 235;PAVUNA;61800000;225;391; ;0;391
57;14958;PACATUBA;1570;CENTRO DE EDUCACAO RURAL CLOVIS DE CASTRO PEREIRA;RUA CLOVIS DE CASTRO PEREIRA 235;PAVUNA;61800000;253;392; ;0;392
57;14958;PACATUBA;1589;DEPARTAMENTO MUNICIPAL DE EDUCACAO;RUA CORONEL JOSE LIBANIO, 23;CENTRO;61800000;5;176;159;171;347
57;14958;PACATUBA;1589;DEPARTAMENTO MUNICIPAL DE EDUCACAO;RUA CORONEL JOSE LIBANIO, 23;CENTRO;61800000;6;178; ;0;178
57;14958;PACATUBA;1589;DEPARTAMENTO MUNICIPAL DE EDUCACAO;RUA CORONEL JOSE LIBANIO, 23;CENTRO;61800000;115;246; ;0;246
57;14958;PACATUBA;1600;EEFM MIRIAN PORTO MOTA;AVENIDA XVIII SETOR F S/N;CONJUNTO JEREISSATI II;61800000;186;395; ;0;395
57;14958;PACATUBA;1600;EEFM MIRIAN PORTO MOTA;AVENIDA XVIII SETOR F S/N;CONJUNTO JEREISSATI II;61800000;190;397; ;0;397
57;14958;PACATUBA;1600;EEFM MIRIAN PORTO MOTA;AVENIDA XVIII SETOR F S/N;CONJUNTO JEREISSATI II;61800000;191;396; ;0;396
57;14958;PACATUBA;1600;EEFM MIRIAN PORTO MOTA;AVENIDA XVIII SETOR F S/N;CONJUNTO JEREISSATI II;61800000;197;393; ;0;393
57;14958;PACATUBA;1600;EEFM MIRIAN PORTO MOTA;AVENIDA XVIII SETOR F S/N;CONJUNTO JEREISSATI II;61800000;198;396; ;0;396
57;14958;PACATUBA;1600;EEFM MIRIAN PORTO MOTA;AVENIDA XVIII SETOR F S/N;CONJUNTO JEREISSATI II;61800000;199;396; ;0;396
57;14958;PACATUBA;1600;EEFM MIRIAN PORTO MOTA;AVENIDA XVIII SETOR F S/N;CONJUNTO JEREISSATI II;61800000;249;398; ;0;398
57;14958;PACATUBA;1619;PROJETO ABC-PACATUBA;RUA FRANCISCO LOPES SOBRINHO, 1619;ALTO SAO JOAO;61800000;1;248; ;0;248
57;14958;PACATUBA;1619;PROJETO ABC-PACATUBA;RUA FRANCISCO LOPES SOBRINHO, 1619;ALTO SAO JOAO;61800000;2;247; ;0;247
57;14958;PACATUBA;1619;PROJETO ABC-PACATUBA;RUA FRANCISCO LOPES SOBRINHO, 1619;ALTO SAO JOAO;61800000;7;246; ;0;246
57;14958;PACATUBA;1619;PROJETO ABC-PACATUBA;RUA FRANCISCO LOPES SOBRINHO, 1619;ALTO SAO JOAO;61800000;10;244; ;0;244
57;14958;PACATUBA;1619;PROJETO ABC-PACATUBA;RUA FRANCISCO LOPES SOBRINHO, 1619;ALTO SAO JOAO;61800000;11;246; ;0;246
57;14958;PACATUBA;1627;EEIEF MANOEL ROSENDO FREIRE;RUA 17, 11;VILA DAS FLORES;61800000;206;382; ;0;382
57;14958;PACATUBA;1627;EEIEF MANOEL ROSENDO FREIRE;RUA 17, 11;VILA DAS FLORES;61800000;219;377; ;0;377
57;14958;PACATUBA;1627;EEIEF MANOEL ROSENDO FREIRE;RUA 17, 11;VILA DAS FLORES;61800000;223;372; ;0;372
57;14958;PACATUBA;1627;EEIEF MANOEL ROSENDO FREIRE;RUA 17, 11;VILA DAS FLORES;61800000;233;372; ;0;372
57;14958;PACATUBA;1627;EEIEF MANOEL ROSENDO FREIRE;RUA 17, 11;VILA DAS FLORES;61800000;242;371; ;0;371
57;14958;PACATUBA;1627;EEIEF MANOEL ROSENDO FREIRE;RUA 17, 11;VILA DAS FLORES;61800000;263;393; ;0;393
57;14958;PACATUBA;1627;EEIEF MANOEL ROSENDO FREIRE;RUA 17, 11;VILA DAS FLORES;61800000;277;187; ;0;187
57;14958;PACATUBA;1635;EEIEF JOSE BATISTA DE OLIVEIRA;AV XXIII, S/N;CONJUNTO JEREISSATI II;61800000;103;306; ;0;306
57;14958;PACATUBA;1635;EEIEF JOSE BATISTA DE OLIVEIRA;AV XXIII, S/N;CONJUNTO JEREISSATI II;61800000;145;306; ;0;306
57;14958;PACATUBA;1635;EEIEF JOSE BATISTA DE OLIVEIRA;AV XXIII, S/N;CONJUNTO JEREISSATI II;61800000;175;300; ;0;300
57;14958;PACATUBA;1635;EEIEF JOSE BATISTA DE OLIVEIRA;AV XXIII, S/N;CONJUNTO JEREISSATI II;61800000;176;302; ;0;302
57;14958;PACATUBA;1635;EEIEF JOSE BATISTA DE OLIVEIRA;AV XXIII, S/N;CONJUNTO JEREISSATI II;61800000;185;300; ;0;300
57;14958;PACATUBA;1635;EEIEF JOSE BATISTA DE OLIVEIRA;AV XXIII, S/N;CONJUNTO JEREISSATI II;61800000;208;290; ;0;290
57;14958;PACATUBA;1635;EEIEF JOSE BATISTA DE OLIVEIRA;AV XXIII, S/N;CONJUNTO JEREISSATI II;61800000;237;290; ;0;290
57;14958;PACATUBA;1643;EEIEF NELLY DE LIMA E MELO;RUA 02, 250;CONJUNTO JEREISSATI III;61800000;207;373; ;0;373
57;14958;PACATUBA;1643;EEIEF NELLY DE LIMA E MELO;RUA 02, 250;CONJUNTO JEREISSATI III;61800000;226;377; ;0;377
57;14958;PACATUBA;1643;EEIEF NELLY DE LIMA E MELO;RUA 02, 250;CONJUNTO JEREISSATI III;61800000;245;377; ;0;377
57;14958;PACATUBA;1643;EEIEF NELLY DE LIMA E MELO;RUA 02, 250;CONJUNTO JEREISSATI III;61800000;275;295; ;0;295
57;14958;PACATUBA;1651;EEIF VICENTE FERRER DE LIMA;AV EDSON QUEIROZ, 1952;SAO LUIZ;61800000;232;399;279;16;415
57;14958;PACATUBA;1660;EEIEF CHIQUINHA SOARES;AV. GOV. FAUSTINO DE ALBUQUERQUE, 10074;FORQUILHA;61800000;247;397;280;45;442
57;14958;PACATUBA;1678;EEIEF DR. CARLOS ALBERTO DE ALMEIDA PONTE - ANEXO;RUA JOAO PEREIRA CAVALCANTE, 83;PRACINHA;61800000;246;340; ;0;340
57;14958;PACATUBA;1694;ITA ARA ESCOLA INDIGENA;RODOVIA DR. MENDEL STEINBRUCH 7240;DISTRITO DE MONGUBA;61800000;271;50; ;0;50
57;14958;PACATUBA;1708;EEIEF JARDIM BOM RETIRO;AV. ARARUNA 3635 - BOM RETIRO;MACACOS;61800000;278;185; ;0;185
58;13358;BAIXIO;1023;CENTRO EDUCACIONAL ANTONIO ALVES DE FARIAS;RUA CORONEL FRANCISCO LUIZ, 300;CENTRO - SEDE;63320000;2;206;14;204;410
58;13358;BAIXIO;1023;CENTRO EDUCACIONAL ANTONIO ALVES DE FARIAS;RUA CORONEL FRANCISCO LUIZ, 300;CENTRO - SEDE;63320000;62;206;13;205;411
58;13358;BAIXIO;1040;ESCOLA DE 1 GRAU CEL HUMBERTO BEZERRA;RUA MARIA DA GLORIA, 20;CENTRO - SEDE;63320000;1;216; ;0;216
58;13358;BAIXIO;1040;ESCOLA DE 1 GRAU CEL HUMBERTO BEZERRA;RUA MARIA DA GLORIA, 20;CENTRO - SEDE;63320000;3;216;72;214;430
58;13358;BAIXIO;1040;ESCOLA DE 1 GRAU CEL HUMBERTO BEZERRA;RUA MARIA DA GLORIA, 20;CENTRO - SEDE;63320000;6;217;71;213;430
58;13358;BAIXIO;1058;ESCOLA DE 1 GRAU MONS HORACIO TEIXEIRA;RUA MARIA DA GLORIA S/N;CENTRO - SEDE;63320000;4;290; ;0;290
58;13358;BAIXIO;1058;ESCOLA DE 1 GRAU MONS HORACIO TEIXEIRA;RUA MARIA DA GLORIA S/N;CENTRO - SEDE;63320000;5;291; ;0;291
58;13358;BAIXIO;1058;ESCOLA DE 1 GRAU MONS HORACIO TEIXEIRA;RUA MARIA DA GLORIA S/N;CENTRO - SEDE;63320000;7;294; ;0;294
58;13358;BAIXIO;1058;ESCOLA DE 1 GRAU MONS HORACIO TEIXEIRA;RUA MARIA DA GLORIA S/N;CENTRO - SEDE;63320000;82;290; ;0;290
58;13358;BAIXIO;1058;ESCOLA DE 1 GRAU MONS HORACIO TEIXEIRA;RUA MARIA DA GLORIA S/N;CENTRO - SEDE;63320000;83;291; ;0;291
58;13358;BAIXIO;1074;ESCOLA SAO FRANCISCO;SITIO BARROCAO;CENTRO;63320000;8;189; ;0;189
58;13358;BAIXIO;1082;ESCOLA MUNICIPAL VICENTE FERREIRA PARNAIBA;SITIO CAMPOS S/N;CAMPOS - SITIO;63320000;9;299; ;0;299
58;13358;BAIXIO;1082;ESCOLA MUNICIPAL VICENTE FERREIRA PARNAIBA;SITIO CAMPOS S/N;CAMPOS - SITIO;63320000;58;300; ;0;300
58;13358;BAIXIO;1090;ESCOLA MUNICIPAL JOAQUIM FERREIRA;SITIO JUREMA S/N;JUREMA - SITIO;63320000;10;316; ;0;316
58;13358;BAIXIO;1090;ESCOLA MUNICIPAL JOAQUIM FERREIRA;SITIO JUREMA S/N;JUREMA - SITIO;63320000;68;315; ;0;315
58;13358;BAIXIO;1104;GRUPO MUNICIPAL WILSON GONCALVES;SITIO TIMBAUBA S/N;TIMBAUBA - SITIO;63320000;11;180; ;0;180
58;13358;BAIXIO;1112;GRUPO MUNICIPAL JOAQUIM DUARTE;SITIO XIQUE-XIQUE S/N;XIQUE-XIQUE - SITIO;63320000;12;149; ;0;149
58;13358;BAIXIO;1139;GRUPO ESCOLAR RAIMUNDO MATEUS LIMA;SITIO BAIXIO GRANDE S/N;BAIXIO GRANDE - SITIO;63320000;73;277; ;0;277
58;14150;IPAUMIRIM;1015;GRUPO ESCOLAR BENEVENUTO DE ALMEIDA CAVALCANTE;TRAVESSA SAO JOSE SN;FELIZARDO-DISTRITO;63340000;15;261; ;0;261
58;14150;IPAUMIRIM;1015;GRUPO ESCOLAR BENEVENUTO DE ALMEIDA CAVALCANTE;TRAVESSA SAO JOSE SN;FELIZARDO-DISTRITO;63340000;16;267; ;0;267
58;14150;IPAUMIRIM;1023;ESCOLA DE ENSINO FUNDAMENTAL DR JARISMAR GONCALVES MELO;AV CAPITAO URBANO 37;CENTRO-SEDE;63340000;17;227; ;0;227
58;14150;IPAUMIRIM;1023;ESCOLA DE ENSINO FUNDAMENTAL DR JARISMAR GONCALVES MELO;AV CAPITAO URBANO 37;CENTRO-SEDE;63340000;18;225; ;0;225
58;14150;IPAUMIRIM;1023;ESCOLA DE ENSINO FUNDAMENTAL DR JARISMAR GONCALVES MELO;AV CAPITAO URBANO 37;CENTRO-SEDE;63340000;19;230; ;0;230
58;14150;IPAUMIRIM;1023;ESCOLA DE ENSINO FUNDAMENTAL DR JARISMAR GONCALVES MELO;AV CAPITAO URBANO 37;CENTRO-SEDE;63340000;20;228; ;0;228
58;14150;IPAUMIRIM;1023;ESCOLA DE ENSINO FUNDAMENTAL DR JARISMAR GONCALVES MELO;AV CAPITAO URBANO 37;CENTRO-SEDE;63340000;39;229; ;0;229
58;14150;IPAUMIRIM;1023;ESCOLA DE ENSINO FUNDAMENTAL DR JARISMAR GONCALVES MELO;AV CAPITAO URBANO 37;CENTRO-SEDE;63340000;84;225; ;0;225
58;14150;IPAUMIRIM;1031;GRUPO ESCOLAR JOSE ALVES DE OLIVEIRA;VILA SAO JOSE;CENTRO-SEDE;63340000;21;378; ;0;378
58;14150;IPAUMIRIM;1031;GRUPO ESCOLAR JOSE ALVES DE OLIVEIRA;VILA SAO JOSE;CENTRO-SEDE;63340000;66;375; ;0;375
58;14150;IPAUMIRIM;1040;ESCOLA DE 1 GRAU DOM FRANCISCO DE ASSIS PIRES;RUA PRESIDENTE CASTELO BRANCO 110;CENTRO-SEDE;63340000;22;288; ;0;288
58;14150;IPAUMIRIM;1040;ESCOLA DE 1 GRAU DOM FRANCISCO DE ASSIS PIRES;RUA PRESIDENTE CASTELO BRANCO 110;CENTRO-SEDE;63340000;23;292; ;0;292
58;14150;IPAUMIRIM;1040;ESCOLA DE 1 GRAU DOM FRANCISCO DE ASSIS PIRES;RUA PRESIDENTE CASTELO BRANCO 110;CENTRO-SEDE;63340000;24;290; ;0;290
58;14150;IPAUMIRIM;1040;ESCOLA DE 1 GRAU DOM FRANCISCO DE ASSIS PIRES;RUA PRESIDENTE CASTELO BRANCO 110;CENTRO-SEDE;63340000;25;291; ;0;291
58;14150;IPAUMIRIM;1040;ESCOLA DE 1 GRAU DOM FRANCISCO DE ASSIS PIRES;RUA PRESIDENTE CASTELO BRANCO 110;CENTRO-SEDE;63340000;36;289; ;0;289
58;14150;IPAUMIRIM;1040;ESCOLA DE 1 GRAU DOM FRANCISCO DE ASSIS PIRES;RUA PRESIDENTE CASTELO BRANCO 110;CENTRO-SEDE;63340000;37;291; ;0;291
58;14150;IPAUMIRIM;1040;ESCOLA DE 1 GRAU DOM FRANCISCO DE ASSIS PIRES;RUA PRESIDENTE CASTELO BRANCO 110;CENTRO-SEDE;63340000;38;292; ;0;292
58;14150;IPAUMIRIM;1040;ESCOLA DE 1 GRAU DOM FRANCISCO DE ASSIS PIRES;RUA PRESIDENTE CASTELO BRANCO 110;CENTRO-SEDE;63340000;74;291;87;2;293
58;14150;IPAUMIRIM;1040;ESCOLA DE 1 GRAU DOM FRANCISCO DE ASSIS PIRES;RUA PRESIDENTE CASTELO BRANCO 110;CENTRO-SEDE;63340000;77;292; ;0;292
58;14150;IPAUMIRIM;1066;GRUPO ESCOLAR CORONEL LUIS LEITE DA NOBREGA;SITIO SAO PEDRO SN;SAO PEDRO-SITIO;63340000;26;270; ;0;270
58;14150;IPAUMIRIM;1082;GRUPO ESCOLAR JOSE DE BARROS BARBOSA;SITIO SERROTE SN;SERROTE-SITIO;63340000;28;300; ;0;300
58;14150;IPAUMIRIM;1090;ESCOLA DE 1º GRAU CLAUDINO JOSÉ DANTAS;SITIO BANANEIRAS SN;BANANEIRAS-SITIO;63340000;29;182; ;0;182
58;14150;IPAUMIRIM;1090;ESCOLA DE 1º GRAU CLAUDINO JOSÉ DANTAS;SITIO BANANEIRAS SN;BANANEIRAS-SITIO;63340000;79;181; ;0;181
58;14150;IPAUMIRIM;1104;GRUPO ESCOLAR FRANCISCO DE MELO E SILVA;DISTRITO DE CANAUNA SN;CANAUNA-SITIO;63340000;30;363; ;0;363
58;14150;IPAUMIRIM;1104;GRUPO ESCOLAR FRANCISCO DE MELO E SILVA;DISTRITO DE CANAUNA SN;CANAUNA-SITIO;63340000;31;360; ;0;360
58;14150;IPAUMIRIM;1112;GRUPO ESCOLAR VICENTE FELIZARDO VIEIRA;DISTRITO DE FELIZARDO SN;FELIZARDO-DISTRITO;63340000;27;99; ;0;99
